id	GC	Sources
Boar-s22_bin_19.fa	48.42	Pig
Boar-s23_bin_10.fa	40.44	Pig
Boar-s2_bin_24.fa	50.06	Pig
Boar-s35_bin_25.fa	53.3	Pig
Boar-s35_bin_29.fa	52.08	Pig
Boar-s5_bin_20.fa	50.47	Pig
Boar-s5_bin_38.fa	49.11	Pig
Boar-s8_bin_49.fa	52.39	Pig
bulgaria_bin.128.fa	51.21	Pig
C5071_bin_6.fa	51.9	Pig
Duroc-High1_bin_49.fa	53.99	Pig
Duroc-High2_bin_21.fa	50.02	Pig
Duroc-High3_bin_43.fa	51.79	Pig
Duroc-High4_bin_10.fa	50.21	Pig
Duroc-High4_bin_30.fa	45.49	Pig
Duroc-High4_bin_32.fa	51.02	Pig
Duroc-High4_bin_35.fa	49.68	Pig
Duroc-High5_bin_27.fa	50.15	Pig
Duroc-Low3_bin_33.fa	47.45	Pig
Duroc-Low4_bin_33.fa	53.78	Pig
Duroc-Low5_bin_39.fa	55.29	Pig
Duroc-Low7_bin_46.fa	56.56	Pig
Duroc-Low8_bin_10.fa	52.4	Pig
Duroc-Low8_bin_38.fa	47.87	Pig
Duroc-Low8_bin_47.fa	46.49	Pig
Duroc-Low8_bin_52.fa	50.19	Pig
Duroc.SH-FCR.HF1_bin_4.fa	50.4	Pig
Duroc.SH-FCR.HF2_bin_19.fa	51.8	Pig
Duroc.SH-FCR.HF3_bin_35.fa	52.04	Pig
Duroc.SH-FCR.HM1_bin_12.fa	45.51	Pig
Duroc.SH-FCR.HM2_bin_6.fa	47.37	Pig
Duroc.SH-FCR.HM3_bin_17.fa	49.93	Pig
Duroc.SH-FCR.LF3_bin_2.fa	47.69	Pig
Duroc.SH-FCR.LF5_bin_14.fa	52.75	Pig
Duroc.SH-FCR.LM1_bin_12.fa	49.62	Pig
Duroc.SH-FCR.LM2_bin_3.fa	48.87	Pig
F4692_bin_1.fa	44.95	Pig
F4952_bin_52.fa	46.88	Pig
F4958_bin_6.fa	45.66	Pig
F4975_bin_17.fa	52.56	Pig
F5107_bin_26.fa	50.24	Pig
F5138_bin_53.fa	48.99	Pig
F5158_bin_49.fa	47.35	Pig
F5158_bin_69.fa	46.59	Pig
F5173_bin_40.fa	44.96	Pig
F5385_bin_53.fa	49.03	Pig
F5476_bin_46.fa	44.47	Pig
F5622_bin_6.fa	50.08	Pig
GCA_022764085.fasta	47.51	Pig
GCA_022767545.fasta	50.68	Pig
GCA_022768625.fasta	39.07	Pig
GCA_022768725.fasta	45.23	Pig
GCA_022769255.fasta	46.8	Pig
GCA_022769285.fasta	54.52	Pig
GCA_022769345.fasta	50.34	Pig
GCA_022769825.fasta	51.86	Pig
GCA_022770185.fasta	51.35	Pig
GCA_022770845.fasta	48.56	Pig
GCA_022770925.fasta	55.65	Pig
GCA_022771065.fasta	55.47	Pig
GCA_022771115.fasta	49.99	Pig
GCA_022771265.fasta	48.48	Pig
GCA_022771345.fasta	51.39	Pig
GCA_022771625.fasta	46.48	Pig
GCA_022771925.fasta	49.25	Pig
GCA_022771965.fasta	48.81	Pig
GCA_022771985.fasta	51.2	Pig
GCA_022772335.fasta	39.36	Pig
GCA_022772365.fasta	51.59	Pig
GCA_022772425.fasta	43.82	Pig
GCA_022772845.fasta	49.71	Pig
GCA_022773105.fasta	50.2	Pig
GCA_022773325.fasta	49.61	Pig
GCA_022773545.fasta	46.17	Pig
GCA_022773725.fasta	49.97	Pig
GCA_022773765.fasta	45.14	Pig
GCA_022773825.fasta	52.09	Pig
GCA_022773835.fasta	51.73	Pig
GCA_022773905.fasta	50.49	Pig
GCA_022774005.fasta	51.71	Pig
GCA_022774105.fasta	47.35	Pig
GCA_022775105.fasta	48.42	Pig
GCA_022775155.fasta	48.82	Pig
GCA_022775295.fasta	52.93	Pig
GCA_022775405.fasta	51.98	Pig
GCA_022775725.fasta	46.4	Pig
GCA_022775745.fasta	45.11	Pig
GCA_022775925.fasta	45.94	Pig
GCA_022775985.fasta	54.54	Pig
GCA_022776695.fasta	52	Pig
GCA_022776845.fasta	44.9	Pig
GCA_022777035.fasta	46.12	Pig
GCA_022777225.fasta	45.05	Pig
GCA_022777695.fasta	50.64	Pig
GCA_022777825.fasta	46.27	Pig
GCA_022778905.fasta	53.61	Pig
GCA_022779305.fasta	42.04	Pig
GCA_022779905.fasta	50.21	Pig
GCA_022780235.fasta	46.91	Pig
GCA_022780265.fasta	45.19	Pig
GCA_022780275.fasta	49.76	Pig
GCA_022780445.fasta	51.82	Pig
GCA_022781105.fasta	51.47	Pig
GCA_022781125.fasta	49.83	Pig
GCA_022781305.fasta	51.76	Pig
GCA_022781445.fasta	50.04	Pig
GCA_022781585.fasta	50.62	Pig
GCA_022781685.fasta	45.04	Pig
GCA_022781895.fasta	46.21	Pig
GCA_022782125.fasta	49.82	Pig
GCA_022782165.fasta	52.3	Pig
GCA_022782225.fasta	49.78	Pig
GCA_022782305.fasta	46.59	Pig
GCA_022782485.fasta	46.62	Pig
GCA_022782505.fasta	48.17	Pig
GCA_022782665.fasta	50.89	Pig
GCA_022782675.fasta	46.81	Pig
GCA_022783115.fasta	52.05	Pig
GCA_022783345.fasta	43.3	Pig
GCA_022783515.fasta	43.51	Pig
GCA_022783825.fasta	46.45	Pig
GCA_022783885.fasta	50.03	Pig
GCA_022784205.fasta	48.67	Pig
GCA_022784245.fasta	49.79	Pig
GCA_022784705.fasta	51.64	Pig
GCA_022784965.fasta	50.83	Pig
GCA_022785035.fasta	44.94	Pig
GCA_022785245.fasta	51.33	Pig
GCA_022785385.fasta	50.58	Pig
GCA_022785545.fasta	52.08	Pig
GCA_022785785.fasta	45.23	Pig
GCA_022785985.fasta	50.79	Pig
GCA_022786205.fasta	54.68	Pig
GCA_022786585.fasta	51.24	Pig
GCA_022786705.fasta	54.88	Pig
GCA_022786845.fasta	50.65	Pig
GCA_022787705.fasta	49.79	Pig
GCA_022788105.fasta	51.66	Pig
GMBC10.006_309.fasta	46.32	Pig
GMBC10.008_171.fasta	49.23	Pig
GMBC10.010_249.fasta	48.78	Pig
GMBC10.010_346.fasta	46.37	Pig
GMBC10.011_106.fasta	48.1	Pig
GMBC10.011_396.fasta	49.05	Pig
GMBC10.012_086.fasta	50.22	Pig
GMBC10.012_087.fasta	51.48	Pig
GMBC10.016_078.fasta	39.19	Pig
GMBC10.017_374.fasta	43.89	Pig
GMBC10.021_960.fasta	47.39	Pig
GMBC10.022_567.fasta	47.44	Pig
GMBC10.024_640.fasta	52.38	Pig
GMBC10.025_727.fasta	50.53	Pig
GMBC10.026_504.fasta	49.7	Pig
GMBC10.027_057.fasta	52.42	Pig
GMBC10.027_682.fasta	55.08	Pig
GMBC10.029_027.fasta	43.18	Pig
GMBC10.030_109.fasta	50.22	Pig
GMBC10.031_435.fasta	52.9	Pig
GMBC10.032_301.fasta	44.72	Pig
GMBC10.035_769.fasta	45.38	Pig
GMBC10.042_072.fasta	43.41	Pig
GMBC10.042_434.fasta	46.67	Pig
GMBC10.043_109.fasta	44.88	Pig
GMBC10.045_338.fasta	47.11	Pig
GMBC10.045_363.fasta	51.13	Pig
GMBC10.046_800.fasta	46.67	Pig
GMBC10.046_924.fasta	43.18	Pig
GMBC10.051_665.fasta	52.16	Pig
GMBC10.051_942.fasta	48.38	Pig
GMBC10.053_471.fasta	47.04	Pig
GMBC10.055_199.fasta	47.1	Pig
GMBC10.058_019.fasta	48.6	Pig
GMBC10.058_286.fasta	46.41	Pig
GMBC10.061_780.fasta	47.71	Pig
GMBC10.067_204.fasta	49.43	Pig
GMBC10.067_219.fasta	44.21	Pig
GMBC10.078_265.fasta	51.65	Pig
I5640_bin_6.fa	52.09	Pig
Laiwu-LwCeOb_bin_20.fa	51.6	Pig
Laiwu-LwJeOb_bin_1.fa	48.25	Pig
LW1-s150761_bin_8.fa	52.34	Pig
LW1-s150822_bin_14.fa	51.44	Pig
LW1-s150947_bin_3.fa	51.6	Pig
LW1-s151103_bin_17.fa	45.92	Pig
LW1-s151260_bin_14.fa	51.27	Pig
LW1-s151691_bin_15.fa	51.19	Pig
LW1-s151691_bin_17.fa	49.07	Pig
LW2-s127145_bin_32.fa	52.45	Pig
LW2-s127145_bin_6.fa	51.75	Pig
LW2-s127575_bin_28.fa	46.9	Pig
LW2-s127575_bin_4.fa	54.08	Pig
netherlands_bin.50.fa	38.86	Pig
PIBAC-405.fa	49.89	Pig
PIGvsB100pB20.193.fa	46.81	Pig
PIGvsB100pB20.301.fa	48.92	Pig
PIGvsB100pB20.321.fa	49.8	Pig
PIGvsB100pB20.369.fa	55.62	Pig
PIGvsB100pB20.489.fa	45.33	Pig
PIGvsB100pB20.539.fa	52.1	Pig
QHF6-unmapped_bin_216.fa	46.14	Pig
S107802B_bin_56.fa	43.85	Pig
S142704A_bin_33.fa	53.87	Pig
S159812A_bin_39.fa	51.79	Pig
S159812A_bin_40.fa	53.42	Pig
S181206A_bin_44.fa	50.36	Pig
S181206A_bin_6.fa	52.68	Pig
S28902A_bin_35.fa	51.1	Pig
S41004B_bin_47.fa	53.71	Pig
S50506B_bin_56.fa	49.93	Pig
S60108A_bin_33.fa	51.22	Pig
S77806B_bin_37.fa	51.95	Pig
S80312B_bin_44.fa	53.23	Pig
S80312B_bin_46.fa	48.35	Pig
S93310B_bin_13.fa	53.92	Pig
S95006B_bin_25.fa	49.76	Pig
S95008B_bin_17.fa	45.11	Pig
S95008B_bin_39.fa	49.89	Pig
S95008B_bin_41.fa	50.76	Pig
S95008B_bin_6.fa	49.88	Pig
SAMEA3663007_bin.101.fa	48.12	Pig
SAMEA3663007_bin.10.fa	50.7	Pig
SAMEA3663007_bin.120.fa	44.06	Pig
SAMEA3663007_bin.17.fa	48.22	Pig
SAMEA3663007_bin.21.fa	47.33	Pig
SAMEA3663007_bin.24.fa	47.12	Pig
SAMEA3663007_bin.29.fa	46.53	Pig
SAMEA3663007_bin.3.fa	50.5	Pig
SAMEA3663007_bin.4.fa	52.64	Pig
SAMEA3663007_bin.58.fa	50.07	Pig
SAMEA3663007_bin.63.fa	46.31	Pig
SAMEA3663007_bin.67.fa	51.97	Pig
SAMEA3663010_bin.0.fa	49.04	Pig
SAMEA3663010_bin.15.fa	47.67	Pig
SAMEA3663010_bin.31.fa	50.57	Pig
SAMEA3663010_bin.49.fa	43.79	Pig
SAMEA3663010_bin.6.fa	45.26	Pig
SAMEA3663010_bin.94.fa	51.42	Pig
SAMEA3663013_bin.0.fa	46.11	Pig
SAMEA3663013_bin.102.fa	51.57	Pig
SAMEA3663013_bin.103.fa	45.64	Pig
SAMEA3663013_bin.10.fa	49.03	Pig
SAMEA3663013_bin.20.fa	47.59	Pig
SAMEA3663013_bin.21.fa	47.19	Pig
SAMEA3663013_bin.22.fa	54.22	Pig
SAMEA3663013_bin.25.fa	48.3	Pig
SAMEA3663013_bin.28.fa	43.09	Pig
SAMEA3663013_bin.31.fa	50.3	Pig
SAMEA3663013_bin.37.fa	51.83	Pig
SAMEA3663013_bin.74.fa	48.02	Pig
SAMEA3663013_bin.84.fa	42.53	Pig
SAMEA3663013_bin.87.fa	51.26	Pig
SAMEA3663015_bin.11.fa	46.54	Pig
SAMEA3663015_bin.25.fa	46.76	Pig
SAMEA3663017_bin.21.fa	50.46	Pig
SAMEA3663017_bin.53.fa	48.52	Pig
SAMEA3663017_bin.54.fa	46.03	Pig
SAMEA3663017_bin.56.fa	45.24	Pig
SAMEA3663017_bin.8.fa	49.34	Pig
SAMEA3663017_recluster_4.bin.0.fa	44.66	Pig
SAMEA3663017_recluster_4.bin.1.fa	45.7	Pig
SAMEA3663021_bin.17.fa	49.8	Pig
SAMEA3663021_bin.42.fa	51.06	Pig
SAMEA3663021_bin.50.fa	46.09	Pig
SAMEA3663021_bin.76.fa	50.16	Pig
SAMEA3663021_bin.7.fa	47.91	Pig
SAMEA3663022_bin.14.fa	49.46	Pig
SAMEA3663022_bin.30.fa	47.56	Pig
SAMEA3663022_bin.46.fa	43.57	Pig
SAMEA3663022_bin.78.fa	46.48	Pig
SAMEA3663026_bin.21.fa	46.13	Pig
SAMEA3663026_bin.77.fa	49.46	Pig
SAMEA3663026_bin.7.fa	46.22	Pig
SAMEA3663029_bin.16.fa	49.11	Pig
SAMEA3663029_bin.19.fa	46.92	Pig
SAMEA3663029_bin.31.fa	48.25	Pig
SAMEA3663029_bin.95.fa	47.43	Pig
SAMEA3663031_bin.47.fa	47.95	Pig
SAMEA3663031_bin.54.fa	49.9	Pig
spain_bin.106.fa	43.64	Pig
spain_bin.132.fa	48.9	Pig
Tibetan-s3006F_bin_4.fa	51.37	Pig
Tibetan-s3016F_bin_7.fa	46.95	Pig
Tibetan-s3480-28F_bin_23.fa	43.82	Pig
Tibetan-s3480-28F_bin_7.fa	39.75	Pig
Tibetan-s3480-29M_bin_21.fa	51.39	Pig
Tibetan-s3480-29M_bin_27.fa	49.28	Pig
Tibetan-s3480-29M_bin_28.fa	46.47	Pig
Tibetan-s3480-3M_bin_16.fa	50.25	Pig
Tibetan-s3800-18M_bin_7.fa	53.45	Pig
Tibetan-s3800-26F_bin_5.fa	50.66	Pig
Tibetan-s3800-53F_bin_29.fa	49.06	Pig
Tibetan-s3800-8M_bin_23.fa	50.6	Pig
W4930_bin_23.fa	52.25	Pig
W4930_bin_27.fa	55.9	Pig
W4930_bin_58.fa	52.67	Pig
W4930_bin_5.fa	48.83	Pig
W4950_bin_27.fa	54.94	Pig
W4950_bin_3.fa	55.41	Pig
W4978_bin_26.fa	52.79	Pig
W4982_bin_28.fa	52.2	Pig
MGYG000308020	51.33	Chicken
MGYG000308170	53.35	Chicken
MGYG000308201	56.37	Chicken
MGYG000308453	51.98	Chicken
MGYG000309066	50.46	Chicken
MGYG000309206	47.93	Chicken
MGYG000309901	48.68	Chicken
MGYG000310232	50.2	Chicken
MGYG000310417	48.09	Chicken
MGYG000310494	49.81	Chicken
MGYG000312592	47.78	Chicken
MGYG000313066	47.95	Chicken
MGYG000313562	47.75	Chicken
MGYG000314974	47.88	Chicken
MGYG000315087	48.9	Chicken
MGYG000315106	48.03	Chicken
MGYG000315209	50.56	Chicken
MGYG000315364	51.48	Chicken
MGYG000316063	47.86	Chicken
MGYG000316459	48.12	Chicken
MGYG000316489	47.43	Chicken
MGYG000316501	48.85	Chicken
MGYG000317099	47.55	Chicken
MGYG000317332	50.68	Chicken
MGYG000317348	49.11	Chicken
MGYG000317379	48.85	Chicken
MGYG000317471	47.89	Chicken
MGYG000317513	47.79	Chicken
MGYG000317683	51.66	Chicken
MGYG000317738	47.97	Chicken
MGYG000318184	49.31	Chicken
MGYG000318325	47.98	Chicken
MGYG000318414	52.61	Chicken
MGYG000318507	48.97	Chicken
MGYG000318641	50.82	Chicken
MGYG000318967	51.72	Chicken
MGYG000319645	49.95	Chicken
MGYG000319899	47.89	Chicken
MGYG000319924	45.65	Chicken
MGYG000320439	47.8	Chicken
MAGs_co_10283	52.0730221	Chicken
MAGs_co_10410	50.10735437	Chicken
MAGs_co_10515	47.60501754	Chicken
MAGs_co_10599	51.26083062	Chicken
MAGs_co_10703	52.5155338	Chicken
MAGs_co_11201	56.47801858	Chicken
MAGs_co_11210	51.36015801	Chicken
MAGs_co_11231	52.27056853	Chicken
MAGs_co_1148	51.47837907	Chicken
MAGs_co_1173	49.24560263	Chicken
MAGs_co_11891	51.53558751	Chicken
MAGs_co_1193	50.62118739	Chicken
MAGs_co_12003	51.96725678	Chicken
MAGs_co_12069	49.43967818	Chicken
MAGs_co_12124	50.87006099	Chicken
MAGs_co_1288	37.49789953	Chicken
MAGs_co_1396	51.37482137	Chicken
MAGs_co_1431	50.97711357	Chicken
MAGs_co_1528	52.09323011	Chicken
MAGs_co_1777	52.25402157	Chicken
MAGs_co_1818	51.32699897	Chicken
MAGs_co_2	56.49432725	Chicken
MAGs_co_207	51.29473034	Chicken
MAGs_co_2085	53.99956578	Chicken
MAGs_co_2144	48.66884713	Chicken
MAGs_co_2508	49.64102649	Chicken
MAGs_co_2573	51.28259414	Chicken
MAGs_co_2646	46.19508402	Chicken
MAGs_co_2735	51.00474471	Chicken
MAGs_co_2747	50.8427385	Chicken
MAGs_co_2799	57.48163277	Chicken
MAGs_co_3019	50.84011458	Chicken
MAGs_co_3105	51.091761	Chicken
MAGs_co_3118	45.66569637	Chicken
MAGs_co_3158	51.12242581	Chicken
MAGs_co_3170	51.24264381	Chicken
MAGs_co_3311	51.3909692	Chicken
MAGs_co_3575	37.58235676	Chicken
MAGs_co_3622	51.97089419	Chicken
MAGs_co_3871	48.33801624	Chicken
MAGs_co_390	54.17913581	Chicken
MAGs_co_3936	52.03815645	Chicken
MAGs_co_4015	56.06143472	Chicken
MAGs_co_4360	51.41067202	Chicken
MAGs_co_4386	52.22279852	Chicken
MAGs_co_4430	49.4391278	Chicken
MAGs_co_4463	51.42714184	Chicken
MAGs_co_4741	51.90636635	Chicken
MAGs_co_4940	51.47217512	Chicken
MAGs_co_5024	37.55170817	Chicken
MAGs_co_521	50.18329717	Chicken
MAGs_co_5223	49.19510072	Chicken
MAGs_co_5417	48.71217662	Chicken
MAGs_co_5539	50.04770053	Chicken
MAGs_co_5585	51.19309776	Chicken
MAGs_co_5944	52.47433654	Chicken
MAGs_co_6861	50.23310884	Chicken
MAGs_co_6990	51.91154281	Chicken
MAGs_co_718	45.5397662	Chicken
MAGs_co_7223	49.58653056	Chicken
MAGs_co_7245	56.06020337	Chicken
MAGs_co_7425	51.06811295	Chicken
MAGs_co_7778	51.43439403	Chicken
MAGs_co_7949	48.17078278	Chicken
MAGs_co_8316	45.62667434	Chicken
MAGs_co_8339	50.74932321	Chicken
MAGs_co_8396	55.99417165	Chicken
MAGs_co_860	50.26686857	Chicken
MAGs_co_8618	57.37330455	Chicken
MAGs_co_904	52.00504948	Chicken
MGYG000000215	48.89505419	Human
MGYG000000272	43.00560834	Human
MGYG000000289	51.55168089	Human
MGYG000000526	47.78093862	Human
MGYG000000534	49.62537714	Human
MGYG000000553	46.71888999	Human
MGYG000000631	51.38543842	Human
MGYG000000644	45.07217957	Human
MGYG000000658	58.88900565	Human
MGYG000000692	43.61948282	Human
MGYG000000695	45.92854414	Human
MGYG000000701	47.01200026	Human
MGYG000000707	47.99374804	Human
MGYG000000760	45.71605175	Human
MGYG000000779	50.10025215	Human
MGYG000000849	51.01407111	Human
MGYG000000852	47.87463686	Human
MGYG000000853	51.59819632	Human
MGYG000000866	62.6611931	Human
MGYG000000957	42.51308858	Human
MGYG000001001	51.13467592	Human
MGYG000001034	46.92147162	Human
MGYG000001040	52.67756652	Human
MGYG000001042	48.53948479	Human
MGYG000001051	49.36282563	Human
MGYG000001056	45.29553477	Human
MGYG000001074	49.4439218	Human
MGYG000001097	47.60533154	Human
MGYG000001131	50.973125	Human
MGYG000001164	49.1236781	Human
MGYG000001240	50.50967169	Human
MGYG000001360	39.66393397	Human
MGYG000001447	44.41029376	Human
MGYG000001630	43.48918658	Human
MGYG000001720	50.71864037	Human
MGYG000001763	51.00661678	Human
MGYG000001770	46.23695631	Human
MGYG000001805	50.98497395	Human
MGYG000001806	53.16172315	Human
MGYG000001866	53.55244927	Human
MGYG000001882	50.91923935	Human
MGYG000001918	46.0851154	Human
MGYG000001927	45.9112805	Human
MGYG000001933	48.41348616	Human
MGYG000001972	50.98187181	Human
MGYG000001975	47.99403908	Human
MGYG000002051	50.93897383	Human
MGYG000002063	53.98103604	Human
MGYG000002080	46.71003706	Human
MGYG000002092	53.08150762	Human
MGYG000002108	45.13619215	Human
MGYG000002133	43.38458129	Human
MGYG000002168	46.80566809	Human
MGYG000002293	45.06407201	Human
MGYG000002394	45.65255209	Human
MGYG000002412	48.90762788	Human
MGYG000002558	55.62151639	Human
MGYG000002603	46.90354532	Human
MGYG000002613	46.57324961	Human
MGYG000002636	42.50024805	Human
MGYG000002637	42.26854466	Human
MGYG000002653	46.01668435	Human
MGYG000002663	51.79014623	Human
MGYG000002668	48.61423581	Human
MGYG000002737	48.77155606	Human
MGYG000002783	48.75990719	Human
MGYG000002832	45.41687323	Human
MGYG000002834	46.68428713	Human
MGYG000002877	49.76002258	Human
MGYG000002930	44.91899097	Human
MGYG000002960	46.69323247	Human
MGYG000003152	50.62442467	Human
MGYG000003242	47.4669359	Human
MGYG000003268	55.99378668	Human
MGYG000003287	40.51763671	Human
MGYG000003332	48.43735147	Human
MGYG000003346	50.44131161	Human
MGYG000003347	47.66007352	Human
MGYG000003353	44.30414259	Human
MGYG000003374	39.45039982	Human
MGYG000003460	43.24550201	Human
MGYG000003461	51.20708794	Human
MGYG000003480	48.45168784	Human
MGYG000003489	51.60944234	Human
MGYG000003493	43.93491794	Human
MGYG000003513	49.84904338	Human
MGYG000003515	49.30600461	Human
MGYG000003535	50.8683104	Human
MGYG000003572	51.4292545	Human
MGYG000003614	53.08936774	Human
MGYG000003622	55.29918623	Human
MGYG000003638	54.78299458	Human
MGYG000003662	44.45152499	Human
MGYG000003674	57.43581304	Human
MGYG000003680	49.60270243	Human
MGYG000003691	39.86682387	Human
MGYG000003697	45.75929085	Human
MGYG000003731	34.91038059	Human
MGYG000003742	46.09864564	Human
MGYG000003763	43.10121727	Human
MGYG000003765	48.42755568	Human
MGYG000003794	42.23515507	Human
MGYG000003812	47.21830205	Human
MGYG000003814	52.74285775	Human
MGYG000003878	43.89873622	Human
MGYG000003893	48.98480644	Human
MGYG000003912	50.88901362	Human
MGYG000004009	45.67378486	Human
MGYG000004329	50.53809271	Human
MGYG000004348	49.80728834	Human
MGYG000004371	52.76679736	Human
MGYG000004390	49.17026229	Human
MGYG000004456	45.19338397	Human
MGYG000004462	52.77809427	Human
MGYG000004491	45.60603545	Human
MGYG000004495	44.23839794	Human
MGYG000004510	51.3371448	Human
MGYG000004561	50.17749066	Human
MGYG000004588	51.3518	Human
MGYG000004621	55.37367827	Human
MGYG000004622	49.93567856	Human
MGYG000004627	42.20384325	Human
MGYG000004629	43.50263385	Human
MGYG000004632	53.59880129	Human
MGYG000004640	51.71565009	Human
MGYG000004698	44.18748642	Human
MGYG000004703	48.54098348	Human
MGYG000004708	49.60430391	Human
MGYG000004721	50.91360518	Human
MGYG000004758	48.91824427	Human
MGYG000004848	47.61988309	Human
MGYG000004880	54.28636456	Human
MGYG000004885	55.38573804	Human
MGYG000004906.fa	46.47678545	Human
MGYG000004927.fa	45.41461049	Human
MGYG000004957.fa	48.44930807	Human
MGYG000005002.fa	46.03916966	Human
MGYG000005022.fa	46.40649697	Human
MGYG000005030.fa	46.59001575	Human
MGYG000005202.fa	52.94872255	Human
MGYG000005208.fa	43.235532	Human
MGYG000005212.fa	54.19983024	Human
MGYG000005259.fa	53.54199399	Human
MGYG000005275.fa	50.98484467	Human
MGYG000005310.fa	48.74641089	Human
MGYG000005324.fa	44.69354635	Human
MGYG000005389.fa	44.71819589	Human
MGYG000005392.fa	39.23992039	Human
MGYG000005526.fa	51.13610947	Human
MGYG000005536.fa	44.84104096	Human
MGYG000005601.fa	50.50644321	Human
MGYG000005619.fa	45.13514084	Human
MGYG000005697.fa	47.03789656	Human
MGYG000005708.fa	56.01509895	Human
MGYG000005723.fa	48.09922218	Human
MGYG000005736.fa	49.59940306	Human
MGYG000005740.fa	43.79221685	Human
MGYG000005760.fa	49.24711736	Human
MGYG000005819.fa	46.36664545	Human
MGYG000005842.fa	47.07461562	Human
MGYG000005879.fa	44.47306947	Human
MGYG000005972.fa	47.08130571	Human
MGYG000006030.fa	47.88430433	Human
MGYG000006059.fa	35.7518218	Human
MGYG000006087.fa	51.26433368	Human
MGYG000006118.fa	50.97993006	Human
MGYG000006173.fa	44.72587342	Human
MGYG000006181.fa	50.25957105	Human
MGYG000006199.fa	46.16431501	Human
MGYG000006206.fa	45.18038471	Human
MGYG000006232.fa	50.97155113	Human
MGYG000006290.fa	46.119328	Human
MGYG000006294.fa	47.39504753	Human
MGYG000006302.fa	48.78704336	Human
MGYG000006318.fa	46.88134381	Human
MGYG000006323.fa	51.32435981	Human
MGYG000006564.fa	53.22699201	Human
MGYG000006569.fa	52.07291673	Human
MGYG000006589.fa	49.59229082	Human
MGYG000006626.fa	48.87170335	Human
MGYG000006635.fa	48.14356166	Human
MGYG000006644.fa	50.47592086	Human
MGYG000006679.fa	48.21355422	Human
MGYG000006688.fa	51.1465882	Human
MGYG000006702.fa	45.28079319	Human
MGYG000006733.fa	49.50977284	Human
MGYG000006771.fa	50.80017614	Human
MGYG000006821.fa	48.82610976	Human
MGYG000006879.fa	51.4347706	Human
MGYG000006895.fa	46.4623308	Human
MGYG000006907.fa	51.08804498	Human
MGYG000006926.fa	49.27871782	Human
MGYG000006942.fa	48.53421197	Human
MGYG000006977.fa	49.79866422	Human
MGYG000006978.fa	52.57572373	Human
MGYG000006986.fa	45.73224148	Human
MGYG000007007.fa	50.65936652	Human
MGYG000007008.fa	51.20738515	Human
MGYG000007010.fa	49.4929104	Human
MGYG000007075	50.5803838	Human
MGYG000007076	43.50549861	Human
MGYG000007083	51.1605515	Human
MGYG000007099	45.31365931	Human
MGYG000007139	45.50063535	Human
MGYG000007147	55.58827394	Human
MGYG000007198	45.22348968	Human
MGYG000007229	55.54606157	Human
MGYG000007250	44.82866104	Human
MGYG000007260	46.83135837	Human
MGYG000007312	46.0368197	Human
MGYG000007313	51.53524397	Human
MGYG000007340	45.70284606	Human
MGYG000007360	49.40097593	Human
MGYG000007385	46.75739743	Human
MGYG000007419	55.46653338	Human
MGYG000007426	44.76860493	Human
MGYG000007445	50.47467533	Human
MGYG000007461	45.25967269	Human
MGYG000007481	45.73293121	Human
MGYG000007604	55.40644295	Human
MGYG000007613	45.27563759	Human
MGYG000007635	50.78325559	Human
MGYG000007721	46.13240926	Human
MGYG000007725	45.45724134	Human
MGYG000007759	49.80013535	Human
MGYG000007762	50.14887443	Human
MGYG000007780	47.1543453	Human
MGYG000007787	46.56942626	Human
MGYG000007795	54.61333183	Human
MGYG000007811	41.93119647	Human
MGYG000007828	43.95931815	Human
MGYG000007890	51.01975954	Human
MGYG000007942	45.77241466	Human
MGYG000007957	45.71646766	Human
MGYG000007992	45.90382286	Human
MGYG000008032	45.47724438	Human
MGYG000008061	54.25527005	Human
MGYG000008062	46.57885429	Human
MGYG000008082	47.88146753	Human
MGYG000008087	46.92321292	Human
MGYG000008098	50.3337898	Human
MGYG000008138	45.10136073	Human
MGYG000008152	46.46891974	Human
MGYG000008190	50.20265392	Human
MGYG000008242	50.76418556	Human
MGYG000008316	45.66973198	Human
MGYG000008362	45.37345857	Human
MGYG000008406	48.08316095	Human
MGYG000008420	50.86291999	Human
MGYG000008433	43.49885591	Human
MGYG000008477	44.60399816	Human
MGYG000008502	54.71248811	Human
MGYG000008532	50.4685795	Human
MGYG000008538	46.0456499	Human
MGYG000008565	52.37520652	Human
MGYG000008583	51.07902942	Human
MGYG000008598	51.24921834	Human
MGYG000008678	45.12128709	Human
MGYG000008743	45.27219727	Human
MGYG000008769	47.00797451	Human
MGYG000008839	55.13002143	Human
MGYG000008876	45.59510195	Human
MGYG000008888	53.4192455	Human
MGYG000008895	50.74740008	Human
MGYG000008910	45.37610743	Human
MGYG000008923	46.20717051	Human
MGYG000008933	50.75674704	Human
MGYG000008946	45.31183582	Human
MGYG000009003	45.18918743	Human
MGYG000009025	49.38671223	Human
MGYG000009040	45.63656123	Human
MGYG000009048	48.4454172	Human
MGYG000009067	52.17330206	Human
MGYG000009119	50.0281693	Human
MGYG000009171	51.85672108	Human
MGYG000009345	56.13734038	Human
MGYG000009439	39.43177837	Human
MGYG000009455	45.4075604	Human
MGYG000009473	51.01434499	Human
MGYG000009496	52.3194578	Human
MGYG000009520	39.05158859	Human
MGYG000009538	51.1530983	Human
MGYG000009579	45.79302083	Human
MGYG000009609	45.52528164	Human
